!Sample_title	A7_tophat	B7_tophat	C7_tophat	D7_tophat	E7_tophat	G7_tophat	H7_tophat	A8_tophat	B8_tophat	C8_tophat	D8_tophat	E8_tophat	F8_tophat	G8_tophat	H8_tophat	A9_tophat	B9_tophat	C9_tophat	D9_tophat	E9_tophat	F9_tophat	G9_tophat	H9_tophat
ENSG00000111540	13.2916459323277	0	0	0	4.04024695560241	0	0.187480482484981	0	0	0	0	3.08547236614276	0.776699374191877	1.40077568928734	0.742737992913204	9.93744065124586	4.30887052524873	2.29235541851813	0	2.5928528182157	39.1223432923597	6.7627426064592	1.62694253489548
ENSG00000111554	0	0	10.0450214050638	31.399153378126	0.135476902038523	0	0	0	0	10.1834841907009	0	0	0	0.281823491862117	0	0	0.321076319487155	1.95123638922174	10.4309659769636	0	5.6918852770105	0	34.532917324738
ENSG00000111581	0.42667634194147	0.0938191747539296	0.109817116021906	14.7323833106848	19.4083363129751	28.7796643069113	13.2122363288923	5.8172247499419	3.96816229212359	96.6290855655823	40.6680578252593	0.349022869988813	1.94753633947007	8.31878927977014	33.8168965258955	19.7216347432764	25.5259147173629	56.9677449968245	1.44046044583196	11.086689612811	7.16849166906572	2.37996518650391	0.257651380285852
ENSG00000111596	43.7200191591204	20.5840328756195	77.1791520808454	34.9232407847757	74.3750765019073	38.476459985162	44.8396827452595	27.8937336868415	50.917414400618	33.6236548332126	26.6494196231448	37.0082803042999	55.7045482996134	25.8521947722561	57.7856315679868	7.99510149867433	20.7372669657937	35.8645267622233	80.422843020462	71.3721789434585	34.7831131940823	74.0562120398024	58.5205404759313
ENSG00000111602	0	0	0	0	0	2.19175062019474	0	0	0	2.82648908057705	9.25624151753661	0	0	0	0	0	1.80708904805894	27.9541641273453	0	0	0	0	0
ENSG00000111605	0	1.51989672814155	32.0232208812474	0	1.11059027580704	0	53.4245843098802	25.6230363430525	1.18498309553478	0.635315773095244	0.282640003931183	4.84651506810614	0.355834177828657	0.641746192004521	0.340275236252586	0	12.429203712609	26.1744952877499	21.5023280570587	5.86020798847461	4.29568266916396	17.7862952278364	23.4043490253541
ENSG00000111615	34.6771283207803	13.5070284970882	1.36001995393396	0	0	6.78830757462802	0	17.4297299684052	7.23278999620126	9.60414933792339	0.756230952931513	2.16122078578988	5.55373652436391	20.2612449240106	6.14546763547442	6.86156198448403	14.4759449630461	19.0211511590112	13.7139231728216	2.11885935019134	4.45869263735199	13.2788580753491	11.6665810598874
ENSG00000111639	105.28534467301	306.996180342452	176.726964275098	212.649447386503	63.4967399683959	188.181864912125	330.480585895286	61.4038373804728	156.557582863642	220.296870767182	366.211969761525	161.63816937062	185.848986813402	127.923062657665	136.446859483399	82.2829720931599	195.224338846086	262.149140704215	114.360114415193	141.705173983072	113.988063161786	184.054733013447	64.9593783023724
ENSG00000111640	4706.27010932384	5995.58470342665	7980.05064087541	5156.55005023047	8226.82051510145	9054.07214247373	3368.92729108571	1050.09810940939	6730.49379819883	3009.21908699092	5936.00185445129	3183.11979629239	3979.99831591601	1809.75181714298	3336.65438301287	8955.92994398828	2938.9532415978	1697.14275798763	5037.88694816211	8654.88808420603	3842.1219047059	6781.99861425645	3783.22460423005
ENSG00000111641	0	59.1218934399843	0.194938853275498	29.4207612093043	8.13980028853476	1.20917005507366	11.0678684833933	0	0.454449992366922	7.4069116929841	51.1622428280978	0	0	32.0933341004283	52.7212446798092	0	15.7020500472047	0.99141898194334	0.255699400668271	0	28.8583736063336	0	0
ENSG00000111642	0.316648574164038	40.0000574664011	0.488990315923071	14.3499799975629	2.37419917433848	28.0563368719318	0.826278711942104	0.417786476296465	0.997461185413857	36.6704876255403	23.2474617630018	7.12304278417987	27.6132527311706	0.123472173414838	9.65668704647508	10.9769869590621	2.95406108795484	19.7398032373157	0.962105772757978	1.67602228195929	20.9472649253941	2.64935915864497	10.3253601047924
ENSG00000111647	52.4050039969386	0.117983000899742	29.0012794911539	5.72868720348016	5.09598742368666	36.8345438436517	43.8714530492138	0.235983685296235	39.1166663207659	0.27617414803838	0.153580836477117	15.3620706984194	9.79655522635486	25.1072527718335	0.55469595268805	33.6944080208311	40.3637484390592	6.49678387355018	9.23845490289323	6.02438535695462	61.8157029054691	0	0.48601711396122
ENSG00000111652	0.380120694394799	162.985575672744	0	4.40374891258908	0	0.682707201429115	102.761467208565	0.501531661394119	2.0526891560139	8.21726768002149	0	0	98.8970589603045	72.6288470623555	8.25219369125891	146.680886257852	48.2958915409504	4.47810546261012	29.6439633799481	0	49.6080282545597	78.715456345147	1.37723063538599
ENSG00000111653	9.51496559807098	1.42649037637554	58.4406874736459	0	65.5051618249117	1.03570541815245	7.67436553961548	1.71191673456128	0	65.4468128711068	0	0	59.5350290046682	4.04750449167763	0	0	0	2.12298097970049	0.876069510915343	0	8.563862227873	0	22.7215369281324
ENSG00000111665	0.418650529506814	0	0.161627172351364	0	0	0	0	0.276183984065079	0	44.6044943485273	0.179743643044862	0	0	0	0	0	12.0889238511312	35.1406116836636	0	0.201447188706941	0	0	0
ENSG00000111666	0	0	0	0	0	0	0	0	0	1.52162571903891	0	0	14.9143355847071	11.2202972617393	6.92735545089167	0	0	0	0	16.3116526261474	0	0	0
ENSG00000111667	0	0.208821705177286	0	0	0	7.20172692044371	0	0	0.284912669104302	0	0	0	0	0	0.654515502583225	0	0.562527773226694	0	0	0	0.85476167574276	0	0
ENSG00000111669	498.745663421796	1039.90007245476	1286.9329538387	1174.36336110559	542.201141441843	833.577148745821	817.467398169614	361.404643962938	744.71359845453	537.322785835928	844.484365523542	546.357815325896	634.874068464441	392.715869145842	777.468421461826	781.747008436514	637.827740950819	539.542878105001	597.012169371775	1320.98591100199	609.0411207682	1080.21037181024	533.930001102
ENSG00000111670	22.1410426088546	0.162281815790581	3.22921681707659	0	0	5.30212270615094	6.93311399220344	22.0719809169548	0.11070723046901	1.99431036548131	0.10562274575183	0	30.9389556745401	12.854403038434	0	1.895172107462	12.8961538630937	14.1287253092283	4.36031270089674	16.8094486488532	27.0133122355527	19.5543085593835	0.891334504772677
ENSG00000111671	0	8.27690207290785	3.72625777040073	1.31550430523844	0.361842671880216	0	0	7.00405737402887	0.868681531086363	0	0	0	0	0	0	0	0	2.36887274080773	2.44384806470675	11.1463062749788	0	0	1.31137407258052
ENSG00000111674	11.609264262869	0	20.275507709347	0	0	0	0	6.56454686161132	0.248774481922887	0	0	0	50.5992155727916	0	18.0021576460329	61.1706227614181	0.245588509264352	0	0	107.999315312006	1.9902509656164	0.963623683704767	0.500738024755498
ENSG00000111676	0	0	0.383737255481839	0	0	0	0	0	8.2749121405165	0.95924410091449	0	0	0.358175519891928	0	0	0.348050010953847	0	0.731853333951349	6.79514982258906	0.478278436690608	0	0.173258000417476	2.25079744222836
ENSG00000111678	17.0355530248761	28.0938038244325	10.6241675035146	24.1117516677757	6.38654319427118	4.31486576200391	19.833068183677	14.6963217345726	37.1512868759958	45.5274459324399	31.5066919110885	10.7193439583128	17.9440779007652	13.7964771045224	2.7093897548794	61.9465422319767	6.98581002100127	31.5188618009487	29.1984363239293	22.0693984062081	36.5625963313841	55.7345852461454	10.6826884583636
ENSG00000111679	5.90594790203139	0	0.3648146956687	5.95666862589601	0	0	0	17.4547836828736	0	0	0	0	4.42667473236768	9.21172912859354	0.976873207688598	0	0	30.6136485039246	1.67483362677687	0	0	0.329428867234187	4.92155800873434
ENSG00000111684	18.0314776632535	2.64321873931071	2.12708200176187	0.512002628007089	0.187775287079426	28.936622997067	1.82980950905342	33.7035645112865	0	0	0	0	21.4783266943194	0	1.81228070270822	0	15.1307470380798	0.24586141631579	11.9212201637699	12.5326158314365	0	0	0.453684546873712
ENSG00000111696	57.6598465606144	0	11.1040943547397	31.7125223245964	0	0.162444968130309	0.283219770376303	58.8921339568498	0.122105429616129	17.7018699620674	0.116497456332562	0	128.773051735858	26.9802695650238	43.0577698485107	37.245261846342	104.268540823091	43.0208148412923	0.137406912512289	3.52523341659357	38.8306018408854	44.3648941133206	31.9508980643405
ENSG00000111700	4.00897477690912	0	6.44888767152921	12.7494725551172	0	39.8012644543307	0	0.440787143399179	0.300678587552761	0	86.0607691247265	0	6.26008292897508	2.86593485746118	0.345366875869014	0	1.48413948074632	7.87145245912214	0.338357733182436	10.288252582815	25.2577007425015	36.1048737120676	0
ENSG00000111707	175.298385566517	59.1118097601586	64.4086679012585	94.5565488540749	111.465979173653	92.7092792727637	140.085311829905	114.690953423185	68.9436956357543	63.9237858604249	66.1318921080895	92.0496307611979	36.0114205047581	134.938474646291	71.0792872014028	88.0618756470766	95.7620347338825	28.3785250205715	45.1697832213144	22.4537163194762	40.8841861027055	1.00774423066064	17.7672003994013
ENSG00000111711	116.488985002857	12.9786905882871	27.9722077104941	79.8103858977796	62.7553037816514	100.775859261751	2.60780452596687	182.95144351872	101.187986423932	18.0836120687047	0.804505791078863	50.8375284053029	97.9083985471804	89.3847943641113	39.7109013835708	58.1779050508249	0.554956140491259	30.3530810285349	8.85641766854085	0.300549210282485	321.842924236454	36.7997432198405	103.816710295597
ENSG00000111716	562.104719269018	1367.77348842465	654.246420960652	1978.02852359249	375.061149801815	495.159545774033	1194.95823470047	364.801823385238	590.161206807221	1551.22473143346	1474.23434246259	1386.87468649948	1296.23444482715	851.368078555173	760.71135597671	661.465487143521	1712.56441812028	470.831205913295	1615.49449837021	404.662358439811	1386.72087104819	1244.63482767218	895.047900534683
ENSG00000111725	0.189451764593501	0	0.438846496302718	0	0	0	0	2.49962866141513	11.5946592833186	0	0	0	0	0	0	0	0	11.9033769282573	0	0	0.682057667611578	64.8577982087926	0.686410337489045
ENSG00000111726	58.0516632524529	26.6896490796511	41.6543177838492	104.297066555012	2.1983107815914	0	104.048880656035	138.487107573667	24.2765924812421	87.8272110267226	13.5948721415165	0	0	57.6197765296903	0.60618903584145	5.33854905304977	54.7042927932966	84.0473231146917	38.0087402476016	66.5887775102675	25.3327979696843	64.1890841844001	143.406357947011
ENSG00000111727	41.5811518902909	4.14893241138299	0	0	3.27490857614901	0	0	0	29.2471078728495	6.06987799748903	0	0	0	0	0	0	0.465686287388465	0.171518557816641	7.43178057273762	0	0.471740608877371	0.121815236673265	21.0472989346754
ENSG00000111728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
